p0,pv_fixed,total_cost,bat_emax_t0,pv_wp,scenario,pv_curt_Wh,sat_time_pct,unserved_Wh,capex_total_EUR,opex_total_EUR,repl_bat_EUR,fuel_cost_EUR
0,17000,99129.76613526067,251037.5832829487,17000.0,1,10842.834781745241,90.0,227687.79074968418,55624.50999395385,4492.050774594252,39013.20536671257,0.0
0,17000,99129.76613526067,251037.5832829487,17000.0,2,9217.015016265592,90.0,241010.46635546282,55624.50999395385,4492.050774594252,39013.20536671257,0.0
0,17000,99129.76613526067,251037.5832829487,17000.0,3,6084.206593997864,90.0,239977.11975941222,55624.50999395385,4492.050774594252,39013.20536671257,0.0
0,17000,99129.76613526067,251037.5832829487,17000.0,4,1181.4835968919235,90.0,231757.82799293814,55624.50999395385,4492.050774594252,39013.20536671257,0.0
0,17000,99129.76613526067,251037.5832829487,17000.0,5,60111.00555552343,90.0,270420.3791763981,55624.50999395385,4492.050774594252,39013.20536671257,0.0
0,17500,78829.71468813367,175576.88903564133,17500.0,1,19204.789138778633,90.0,213939.3410300022,47319.22668427696,4224.465170074742,27286.022833781968,0.0
0,17500,78829.71468813367,175576.88903564133,17500.0,2,789.0676949916378,90.0,213433.98859259803,47319.22668427696,4224.465170074742,27286.022833781968,0.0
0,17500,78829.71468813367,175576.88903564133,17500.0,3,10447.741194281709,90.41666666666667,219969.7332372431,47319.22668427696,4224.465170074742,27286.022833781968,0.0
0,17500,78829.71468813367,175576.88903564133,17500.0,4,7747.7985039896685,90.0,217621.5648902849,47319.22668427696,4224.465170074742,27286.022833781968,0.0
0,17500,78829.71468813367,175576.88903564133,17500.0,5,72104.04592136358,90.0,258511.4881618004,47319.22668427696,4224.465170074742,27286.022833781968,0.0
0,18000,66058.60519611702,126982.95398259883,18000.0,1,43160.11243990169,90.0,212936.31190160045,42237.95447791186,4086.505746728152,19734.144971477,0.0
0,18000,66058.60519611702,126982.95398259883,18000.0,2,40190.5578346665,90.0,229503.04183655902,42237.95447791186,4086.505746728152,19734.144971477,0.0
0,18000,66058.60519611702,126982.95398259883,18000.0,3,35384.76310182411,90.0,218396.33521319562,42237.95447791186,4086.505746728152,19734.144971477,0.0
0,18000,66058.60519611702,126982.95398259883,18000.0,4,9244.878505627059,90.0,198806.50665203223,42237.95447791186,4086.505746728152,19734.144971477,0.0
0,18000,66058.60519611702,126982.95398259883,18000.0,5,61287.4833428752,90.0,225945.5289514999,42237.95447791186,4086.505746728152,19734.144971477,0.0
0,18500,57478.22371654329,93343.4814596522,18500.0,1,46105.489792187625,90.0,195053.02751226717,38951.217775158264,4020.6983032781072,14506.307638106913,0.0
0,18500,57478.22371654329,93343.4814596522,18500.0,2,60414.57782314786,90.0,221033.93564574924,38951.217775158264,4020.6983032781072,14506.307638106913,0.0
0,18500,57478.22371654329,93343.4814596522,18500.0,3,80101.82391731882,90.0,232862.07941115848,38951.217775158264,4020.6983032781072,14506.307638106913,0.0
0,18500,57478.22371654329,93343.4814596522,18500.0,4,24394.569384825933,90.0,190901.2647073445,38951.217775158264,4020.6983032781072,14506.307638106913,0.0
0,18500,57478.22371654329,93343.4814596522,18500.0,5,54381.79083406112,90.0,192165.7991796813,38951.217775158264,4020.6983032781072,14506.307638106913,0.0
0,19000,54938.30712568686,81259.19113284737,19000.0,1,110680.12148725899,90.0,226673.95489449668,38251.102935941686,4058.8898547335907,12628.314335011579,0.0
0,19000,54938.30712568686,81259.19113284737,19000.0,2,90628.62426860335,90.0,225936.7578048569,38251.102935941686,4058.8898547335907,12628.314335011579,0.0
