timestamp,consumption_W,pv_W,bat_W,gen_W,soc_pct,emax_Wh
2023-01-01 08:15:00+03:00,2554.3944156709504,2676.1604643673604,-121.76604869642487,0.0,84.30859215884233,1108.9170364163595
2023-01-01 08:30:00+03:00,1248.8343730452711,1400.7527694324892,-151.91839638723337,0.0,87.39853461615485,1108.8217726481064
2023-01-01 08:45:00+03:00,1248.8343730452711,1356.00735147523,-107.17297842997412,0.0,89.58123213998634,1108.723197057616
2023-01-01 09:00:00+03:00,1399.964563762689,1498.7908309558545,-98.82626719318077,0.0,91.59519901476554,1108.621218128292
2023-01-01 09:15:00+03:00,1399.964563762689,1525.262513783996,-125.29795002132211,0.0,94.1469888681465,1108.5175026478476
2023-01-01 09:30:00+03:00,1537.4263731172096,1636.3412761872335,-98.91490307644193,0.0,96.1638521587877,1108.4120270592966
2023-01-01 09:45:00+03:00,1537.4263731172096,1612.6723371375651,-75.24596402677373,0.0,97.70074771802022,1108.3047675773612
2023-01-01 10:00:00+03:00,1400.495418798657,1356.16904453583,44.32637426281183,0.0,96.53462348172445,1108.1877542302202
2023-01-01 10:15:00+03:00,1400.495418798657,879.1271387942933,521.3682800043489,0.0,82.7124083025247,1107.9852262296693
2023-01-01 10:30:00+03:00,940.981528031735,395.406,545.5755280317194,0.0,68.24270104450015,1107.778358831677
2023-01-01 10:45:00+03:00,940.981528031735,198.2475,742.7340280317201,0.0,48.53355708021247,1107.5361487508067
2023-01-01 11:00:00+03:00,911.1211095250512,0.0,-4.844788236368913e-06,911.1211143698395,48.538337112681916,1107.4270813607952
2023-01-01 11:15:00+03:00,911.1211095250512,0.0,111.12110515482038,800.0000043702308,45.59249566046056,1107.2962879703555
2023-01-01 11:30:00+03:00,355.4183845450834,0.0,0.003782776565685708,355.4146017685178,45.59703836578118,1107.1835311103177
2023-01-01 11:45:00+03:00,355.4183845450834,0.0,-253.84618583547353,609.2645703805566,50.76074281391433,1107.072631567011
2023-01-01 12:00:00+03:00,345.290608303737,0.0,0.003830087886512956,345.28677821585046,50.76564245751631,1106.963563490417
2023-01-01 12:15:00+03:00,345.290608303737,0.0,-210.38014033785458,555.6707486415916,55.04722603550533,1106.8544961004056
2023-01-01 12:30:00+03:00,563.7529589447665,0.0,0.0038301207275708293,563.7491288240391,55.052549070330734,1106.7454280238055
2023-01-01 12:45:00+03:00,563.7529589447665,0.0,0.0038301235351809737,563.7491288212314,55.0578731543389,1106.636359947205
2023-01-01 13:00:00+03:00,439.23853152791617,0.0,-164.9973282905836,604.2358598184999,58.418336949560164,1106.5272925571935
2023-01-01 13:15:00+03:00,439.23853152791617,0.0,-180.2114113768065,619.4499429047227,62.088855203093445,1106.418225167182
2023-01-01 13:30:00+03:00,513.2860081523909,0.0,-136.75255057818993,650.0385587305809,64.87623541749116,1106.3091577771704
2023-01-01 13:45:00+03:00,513.2860081523909,0.0,-132.17935040304565,645.4653585554366,67.57114684594342,1106.200090387159
2023-01-01 14:00:00+03:00,439.81829277622535,0.0,439.81829277621614,0.0,55.88670510747689,1106.0121810580695
2023-01-01 14:15:00+03:00,439.81829277622535,0.0,-174.12312922658361,613.9414220028091,59.43481504239322,1105.903113668058
2023-01-01 14:30:00+03:00,504.94875137403216,0.0,-154.267515334317,659.2162667083492,62.5796153846264,1105.7940462780466
2023-01-01 14:45:00+03:00,504.94875137403216,0.0,-147.4857783368363,652.4345297108684,65.58703202805489,1105.684978888035
2023-01-01 15:00:00+03:00,621.618474739207,0.0,-87.41762289844826,709.0360976376555,67.37257194538377,1105.5759114980235
2023-01-01 15:15:00+03:00,621.618474739207,0.0,0.003830103947848329,621.6146446352593,67.3791171862152,1105.4668434214266
2023-01-01 15:30:00+03:00,564.7413421578722,0.0,0.0038300775095194695,564.7375120803622,67.38566371941637,1105.3577753448344
2023-01-01 15:45:00+03:00,564.7413421578722,0.0,0.0038300534924928797,564.7375121043801,67.39221154530547,1105.2487072682466
2023-01-01 16:00:00+03:00,545.805688242971,0.0,-163.92212338687523,709.7278116298459,70.73622160111364,1105.1396398782351
2023-01-01 16:15:00+03:00,545.805688242971,0.0,0.0038300040937429003,545.8018582388771,70.74310142566263,1105.0305718016562
2023-01-01 16:30:00+03:00,491.9425057180141,0.0,-214.97372219053045,706.9162279085446,75.12768847132833,1104.9215044116445
2023-01-01 16:45:00+03:00,491.9425057180141,0.0,-238.886264062147,730.8287697801612,79.9999999237257,1104.814244929709
2023-01-01 17:00:00+03:00,815.715292637418,0.0,15.715295501769106,799.9999971356491,79.58944686997789,1104.7058170935966
2023-01-01 17:15:00+03:00,815.715292637418,0.0,15.715274251752362,800.000018385665,79.17869705192675,1104.599017720475
2023-01-01 17:30:00+03:00,569.1909000798271,0.0,2.864267116819974e-06,569.1908972155604,79.18600759624776,1104.497038790557
2023-01-01 17:45:00+03:00,569.1909000798271,0.0,2.8642089091590606e-06,569.1908972156183,79.19319664018482,1104.3967730819038
2023-01-01 18:00:00+03:00,1199.7441222482717,0.0,399.7441038590223,800.0000183892497,68.55942277115086,1104.2031603283965
2023-01-01 18:15:00+03:00,1199.7441222482717,0.0,399.7441038573652,800.0000183909062,57.9222367611628,1104.0034940752703
2023-01-01 18:30:00+03:00,930.2034717827198,0.0,130.2034533899207,800.0000183927991,54.45997773990655,1103.8718877391204
2023-01-01 18:45:00+03:00,930.2034717827198,0.0,130.2034533877919,800.0000183949279,50.99696740086826,1103.7386724703113
2023-01-01 19:00:00+03:00,1172.6459109685647,0.0,69.483794730118,1103.1621162384465,49.15052946406986,1103.6235961043994
2023-01-01 19:15:00+03:00,1172.6459109685647,0.0,0.00010290416685165837,1172.645808064398,49.154626195352336,1103.5315543933018
2023-01-01 19:30:00+03:00,1009.7463588806272,0.0,209.74634048333326,800.000018397294,43.57076224314618,1103.3699793564087
2023-01-01 19:45:00+03:00,1009.7463588806272,0.0,209.7463404807295,800.0000183998977,37.98542745011435,1103.203618747166
2023-01-01 20:00:00+03:00,1216.4436047199051,0.0,6.473249300142925e-05,1216.4435399874121,37.988487230122374,1103.1147111722523
2023-01-01 20:15:00+03:00,1216.4436047199051,0.0,6.473250141425524e-05,1216.4435399874037,37.99154750338719,1103.0258035973388
2023-01-01 20:30:00+03:00,5008.908950571908,0.0,0.0,0.0,37.994609995354345,1102.936896047992
2023-01-01 20:45:00+03:00,5008.908950571908,0.0,0.0,0.0,37.99762010700224,1102.8495231233628
2023-01-01 21:00:00+03:00,7011.789782906913,0.0,0.0,0.0,38.00057854855695,1102.7636634869464
2023-01-01 21:15:00+03:00,7011.789782906913,0.0,0.0,0.0,38.00353745082777,1102.6778038505297
2023-01-01 21:30:00+03:00,7283.464015357798,0.0,0.0,0.0,38.00649681392234,1102.591944214113
2023-01-01 21:45:00+03:00,7283.464015357798,0.0,0.0,0.0,38.009456637948304,1102.5060845776966
2023-01-01 22:00:00+03:00,7470.396785213548,0.0,0.0,0.0,38.01241692301338,1102.42022494128
2023-01-01 22:15:00+03:00,7470.396785213548,0.0,0.0,0.0,38.01537766922529,1102.3343653048632
2023-01-01 22:30:00+03:00,5206.189665803338,0.0,0.0,0.0,38.01833887669178,1102.2485056684468
2023-01-01 22:45:00+03:00,5206.189665803338,176.065875,0.0,0.0,38.02130054552067,1102.1626460320301
2023-01-01 23:00:00+03:00,1033.1571651317533,351.3195,2.8631720851990394e-06,681.8376622685811,38.024262599455014,1102.0767863942692
2023-01-01 23:15:00+03:00,1033.1571651317533,598.9668750000001,2.863172994693741e-06,434.1902872685801,38.02722511495553,1101.9909267565083
2023-01-01 23:30:00+03:00,676.8799646655136,844.9739999999999,-168.09403533450154,0.0,41.46253085199325,1101.9050671200916
2023-01-01 23:45:00+03:00,676.8799646655136,969.26146875,-292.38150408450156,0.0,47.43635393661254,1101.8206996511028
2023-01-02 00:00:00+03:00,557.340851378285,1093.624875,-536.2840236217294,0.0,58.39206661853894,1101.737803443313
2023-01-02 00:15:00+03:00,557.340851378285,1615.1028713020955,-1057.7620199238256,0.0,80.00000007649304,1101.654907235523
2023-01-02 00:30:00+03:00,656.312250437282,687.2924441085407,-30.98019367127388,0.0,80.63880175916894,1101.5720110277332
2023-01-02 00:45:00+03:00,656.312250437282,688.7947852566343,-32.48253481936736,0.0,81.30838775360056,1101.4891148199433
2023-01-02 01:00:00+03:00,363.8091680580611,386.01462042320674,-22.20545236516078,0.0,81.76812987840938,1101.4062186121535
2023-01-02 01:15:00+03:00,363.8091680580611,385.5697334505748,-21.76056539252887,0.0,82.21885218594498,1101.3233224043638
2023-01-02 01:30:00+03:00,649.4242254245996,671.2185599478385,-21.794334523253887,0.0,82.6703323041835,1101.240426196574
2023-01-02 01:45:00+03:00,649.4242254245996,668.1162190047473,-18.69199358016284,0.0,83.05838071606131,1101.1589805571425
2023-01-02 02:00:00+03:00,695.188835845205,713.5388578667269,-18.35002202153706,0.0,83.43939013588843,1101.0789650054464
2023-01-02 02:15:00+03:00,695.188835845205,713.9700615518175,-18.781225706627666,0.0,83.82926700856571,1100.9989494537506
2023-01-02 02:30:00+03:00,606.2465830195048,623.4216206614295,-17.175037641939873,0.0,84.1863741305208,1100.9189339020545
2023-01-02 02:45:00+03:00,606.2465830195048,623.1316647969735,-16.885081777483904,0.0,84.53760677020993,1100.8389183503584
2023-01-02 03:00:00+03:00,1305.6641170904436,1322.4643795637285,-16.80026248028506,0.0,84.8871567289456,1100.7589027986623
2023-01-02 03:15:00+03:00,1305.6641170904436,1321.39613092769,-15.73201384424644,0.0,85.21492044673205,1100.6788872469663
2023-01-02 03:30:00+03:00,386.6871218652203,402.8440983120236,-16.15697644681846,0.0,85.5514195096061,1100.5988716952702
2023-01-02 03:45:00+03:00,386.6871218652203,403.1910258166896,-16.50390395148439,0.0,85.89517202094109,1100.517426055839
2023-01-02 04:00:00+03:00,551.927992747691,567.3859030385013,-15.457910290825478,0.0,86.21770221782666,1100.4345298480491
